groups	cs_A	cs_B	cs_D
OG0005185	TraesCS1A02G084200.1	TraesCS1B02G101700.1	TraesCS1D02G085400.1
OG0005186	TraesCS1A02G084300.1	TraesCS4B02G156500.1	TraesCS4D02G156100.1
OG0005187	TraesCS1A02G084500.1	TraesCS1B02G101800.2	TraesCS1D02G085900.1
OG0005188	TraesCS1A02G084600.1	TraesCS1B02G101900.1	TraesCS1D02G086000.1
OG0005189	TraesCS1A02G084800.1	TraesCS1B02G102000.1	TraesCS1D02G086200.1
OG0005190	TraesCS1A02G084900.1	TraesCS1B02G102100.1	TraesCS1D02G086300.1
OG0005191	TraesCS1A02G085000.1	TraesCS1B02G102200.2	TraesCS1D02G086400.1
OG0005192	TraesCS1A02G085500.1	TraesCS1B02G102600.1	TraesCS1D02G086600.1
OG0005193	TraesCS1A02G085600.1	TraesCS1B02G102700.1	TraesCS1D02G086700.1
OG0005194	TraesCS1A02G085800.1	TraesCS1B02G103700.1	TraesCS1D02G087300.1
OG0005195	TraesCS1A02G086200.1	TraesCS1B02G104600.1	TraesCS1D02G087800.1
OG0005196	TraesCS1A02G086500.1	TraesCS1B02G104900.1	TraesCS1D02G088000.2
OG0005197	TraesCS1A02G086600.1	TraesCS1B02G105100.1	TraesCS1D02G088100.1
OG0005198	TraesCS1A02G086800.2	TraesCS1B02G105200.2	TraesCS1D02G088200.1
OG0005199	TraesCS1A02G086900.1	TraesCS1B02G105300.1	TraesCS1D02G088300.1
OG0005200	TraesCS1A02G087000.1	TraesCS1B02G105400.1	TraesCS1D02G088400.1
OG0005201	TraesCS1A02G087100.1	TraesCS1B02G105700.1	TraesCS1D02G088700.1
OG0005202	TraesCS1A02G087200.1	TraesCS1B02G105800.1	TraesCS1D02G089100.1
OG0005204	TraesCS1A02G087500.2	TraesCS1B02G106400.2	TraesCS1D02G088800.1
OG0005205	TraesCS1A02G087900.1	TraesCS1B02G106900.4	TraesCS1D02G089200.2
OG0005206	TraesCS1A02G088000.2	TraesCS1B02G107000.3	TraesCS1D02G089300.2
OG0005207	TraesCS1A02G088100.2	TraesCS1B02G107100.1	TraesCS1D02G089400.1
OG0005208	TraesCS1A02G088200.1	TraesCS1B02G107200.1	TraesCS1D02G089500.1
OG0005209	TraesCS1A02G088600.1	TraesCS1B02G107600.1	TraesCS1D02G090000.1
OG0005210	TraesCS1A02G088700.1	TraesCS1B02G107700.1	TraesCS1D02G090100.1
OG0005211	TraesCS1A02G088900.1	TraesCS1B02G107800.1	TraesCS1D02G090200.2
OG0005212	TraesCS1A02G089100.1	TraesCS1B02G116700.1	TraesCS1D02G097400.1
OG0005213	TraesCS1A02G089800.1	TraesCS1B02G117800.1	TraesCS1D02G098300.1
OG0005214	TraesCS1A02G090100.1	TraesCS1B02G118200.1	TraesCS1D02G098600.1
OG0005215	TraesCS1A02G090300.1	TraesCS1B02G118300.2	TraesCS1D02G098700.1
OG0005216	TraesCS1A02G090600.1	TraesCS1B02G118400.1	TraesCS1D02G099200.1
OG0005217	TraesCS1A02G090800.1	TraesCS1B02G118500.1	TraesCS1D02G099300.1
OG0005218	TraesCS1A02G091200.2	TraesCS1B02G119000.1	TraesCS1D02G099700.1
OG0005219	TraesCS1A02G091300.1	TraesCS1B02G119100.1	TraesCS1D02G099900.1
OG0005220	TraesCS1A02G091400.2	TraesCS1B02G119200.1	TraesCS1D02G100000.1
OG0005221	TraesCS1A02G091500.1	TraesCS1B02G119300.1	TraesCS1D02G100100.1
OG0005222	TraesCS1A02G091600.1	TraesCS1B02G119400.1	TraesCS1D02G100200.1
OG0005223	TraesCS1A02G092100.1	TraesCS1B02G119900.1	TraesCS1D02G100700.1
OG0005224	TraesCS1A02G092200.2	TraesCS1B02G120000.2	TraesCS1D02G100800.2
OG0005225	TraesCS1A02G092700.2	TraesCS1B02G120300.2	TraesCS1D02G101200.1
OG0005226	TraesCS1A02G092800.1	TraesCS1B02G120500.1	TraesCS1D02G101500.1
OG0005227	TraesCS1A02G092900.1	TraesCS1B02G120600.1	TraesCS1D02G101600.1
OG0005228	TraesCS1A02G093000.1	TraesCS1B02G121200.1	TraesCS1D02G101700.1
OG0005229	TraesCS1A02G093300.1	TraesCS1B02G121600.1	TraesCS1D02G101900.1
OG0005230	TraesCS1A02G093500.1	TraesCS1B02G121700.1	TraesCS1D02G102100.1
OG0005231	TraesCS1A02G093700.1	TraesCS1B02G121800.1	TraesCS1D02G102300.1
OG0005232	TraesCS1A02G093900.3	TraesCS1B02G122000.4	TraesCS1D02G102500.3
OG0005233	TraesCS1A02G094000.1	TraesCS1B02G122100.1	TraesCS1D02G102600.1
OG0005234	TraesCS1A02G094100.1	TraesCS1B02G122200.1	TraesCS1D02G102700.1
OG0005235	TraesCS1A02G094200.1	TraesCS1B02G122300.1	TraesCS1D02G103000.1
OG0005236	TraesCS1A02G094500.1	TraesCS1B02G122600.1	TraesCS1D02G103100.1
OG0005237	TraesCS1A02G094800.1	TraesCS1B02G122700.1	TraesCS1D02G103400.1
OG0005238	TraesCS1A02G095000.4	TraesCS1B02G123200.1	TraesCS1D02G104200.1
OG0005239	TraesCS1A02G095100.1	TraesCS1B02G123100.1	TraesCS1D02G103800.1
OG0005240	TraesCS1A02G095200.1	TraesCS1B02G123000.1	TraesCS1D02G103700.1
OG0005241	TraesCS1A02G095300.1	TraesCS1B02G122900.1	TraesCS1D02G103600.1
OG0005242	TraesCS1A02G095400.1	TraesCS1B02G128300.1	TraesCS1D02G104300.1
OG0005243	TraesCS1A02G095900.1	TraesCS1B02G127800.1	TraesCS1D02G104900.1
OG0005244	TraesCS1A02G096000.1	TraesCS1B02G127700.1	TraesCS1D02G105000.1
OG0005245	TraesCS1A02G096100.1	TraesCS1B02G127600.1	TraesCS1D02G105100.1
OG0005246	TraesCS1A02G096200.2	TraesCS1B02G127500.3	TraesCS1D02G105200.2
OG0005247	TraesCS1A02G096300.1	TraesCS1B02G127400.1	TraesCS1D02G105300.1
OG0005248	TraesCS1A02G096400.1	TraesCS1B02G127300.1	TraesCS1D02G105400.1
OG0005249	TraesCS1A02G096600.1	TraesCS1B02G127000.1	TraesCS1D02G105600.1
OG0005250	TraesCS1A02G097000.1	TraesCS1B02G126900.1	TraesCS1D02G105800.1
OG0005251	TraesCS1A02G097100.1	TraesCS1B02G126800.1	TraesCS1D02G105900.1
OG0005252	TraesCS1A02G097200.1	TraesCS1B02G126700.1	TraesCS1D02G106000.1
OG0005253	TraesCS1A02G097300.1	TraesCS1B02G126600.1	TraesCS1D02G106100.1
OG0005254	TraesCS1A02G097400.1	TraesCS1B02G126500.1	TraesCS1D02G106200.1
OG0005255	TraesCS1A02G097500.2	TraesCS1B02G126300.1	TraesCS1D02G106300.1
OG0005256	TraesCS1A02G097600.1	TraesCS1B02G126200.1	TraesCS1D02G106400.1
OG0005257	TraesCS1A02G097700.1	TraesCS1B02G126100.1	TraesCS1D02G106500.1
OG0005258	TraesCS1A02G098900.1	TraesCS1B02G125700.1	TraesCS1D02G106800.1
OG0005259	TraesCS1A02G099300.1	TraesCS1B02G125100.1	TraesCS1D02G107200.1
OG0005260	TraesCS1A02G099400.1	TraesCS1B02G124800.1	TraesCS1D02G107300.1
OG0005261	TraesCS1A02G099500.2	TraesCS1B02G124900.1	TraesCS1D02G107400.1
OG0005262	TraesCS1A02G099600.1	TraesCS1B02G111800.1	TraesCS1D02G093100.1
OG0005263	TraesCS1A02G099700.1	TraesCS1B02G111700.1	TraesCS1D02G093000.1
OG0005264	TraesCS1A02G099900.1	TraesCS1B02G111600.1	TraesCS1D02G092900.1
OG0005265	TraesCS1A02G100100.1	TraesCS1B02G111400.1	TraesCS1D02G092700.2
OG0005266	TraesCS1A02G100200.2	TraesCS1B02G111300.1	TraesCS1D02G092600.1
OG0005267	TraesCS1A02G100500.1	TraesCS1B02G110500.1	TraesCS1D02G092300.1
OG0005268	TraesCS1A02G100600.1	TraesCS1B02G110400.1	TraesCS1D02G092200.1
OG0005269	TraesCS1A02G101100.1	TraesCS1B02G111900.1	TraesCS1D02G093200.1
OG0005270	TraesCS1A02G101900.1	TraesCS1B02G112300.1	TraesCS1D02G093600.1
OG0005271	TraesCS1A02G102100.1	TraesCS1B02G112500.1	TraesCS1D02G093700.1
OG0005272	TraesCS1A02G102200.1	TraesCS1B02G112600.1	TraesCS1D02G093800.1
OG0005273	TraesCS1A02G102300.1	TraesCS1B02G112700.1	TraesCS1D02G093900.1
OG0005274	TraesCS1A02G102500.1	TraesCS1B02G113300.2	TraesCS1D02G094400.1
OG0005275	TraesCS1A02G102600.1	TraesCS1B02G113400.1	TraesCS1D02G094600.1
OG0005276	TraesCS1A02G102800.1	TraesCS1B02G113700.1	TraesCS1D02G094900.1
OG0005277	TraesCS1A02G103100.1	TraesCS1B02G114500.1	TraesCS1D02G095500.1
OG0005279	TraesCS1A02G103300.1	TraesCS1B02G114600.1	TraesCS1D02G095800.1
OG0005280	TraesCS1A02G103700.1	TraesCS5B02G011600.1	TraesCS5D02G019200.1
OG0005281	TraesCS1A02G103900.1	TraesCS5B02G012000.1	TraesCS5D02G019400.1
OG0005282	TraesCS1A02G104600.1	TraesCS1B02G116000.1	TraesCS1D02G096800.1
OG0005283	TraesCS1A02G104700.1	TraesCS1B02G116100.1	TraesCS1D02G096900.1
OG0005284	TraesCS1A02G105000.1	TraesCS1B02G116500.1	TraesCS1D02G097200.1
OG0005285	TraesCS1A02G105100.1	TraesCS1B02G116600.1	TraesCS1D02G097300.1
OG0005286	TraesCS1A02G105300.1	TraesCS1B02G130800.2	TraesCS1D02G109900.1
OG0005287	TraesCS1A02G105500.1	TraesCS1B02G131000.1	TraesCS1D02G109700.1
OG0005288	TraesCS1A02G105700.1	TraesCS1B02G128700.1	TraesCS1D02G109300.1
OG0005289	TraesCS1A02G105800.1	TraesCS1B02G128600.1	TraesCS1D02G109200.4
OG0005290	TraesCS1A02G105900.1	TraesCS1B02G128500.1	TraesCS1D02G109100.1
OG0005291	TraesCS1A02G106000.1	TraesCS1B02G128400.1	TraesCS1D02G109000.1
OG0005292	TraesCS1A02G106100.3	TraesCS1B02G123400.2	TraesCS1D02G108900.1
OG0005293	TraesCS1A02G106200.1	TraesCS1B02G123500.1	TraesCS1D02G108800.1
OG0005294	TraesCS1A02G106300.1	TraesCS1B02G123600.1	TraesCS1D02G108700.1
OG0005295	TraesCS1A02G106400.1	TraesCS1B02G123800.1	TraesCS1D02G108600.1
OG0005296	TraesCS1A02G106500.2	TraesCS1B02G123900.1	TraesCS1D02G108500.1
OG0005297	TraesCS1A02G106600.1	TraesCS1B02G124100.1	TraesCS1D02G108300.1
OG0005298	TraesCS1A02G106800.1	TraesCS1B02G124300.1	TraesCS1D02G108000.1
OG0005299	TraesCS1A02G107000.1	TraesCS1B02G124400.1	TraesCS1D02G107800.1
OG0005300	TraesCS1A02G107100.1	TraesCS1B02G124500.1	TraesCS1D02G107700.1
OG0005301	TraesCS1A02G107200.2	TraesCS1B02G124600.1	TraesCS1D02G107600.1
OG0005302	TraesCS1A02G107500.1	TraesCS1B02G129500.1	TraesCS1D02G111600.1
OG0005303	TraesCS1A02G107600.1	TraesCS1B02G129600.1	TraesCS1D02G111500.1
OG0005304	TraesCS1A02G107700.1	TraesCS1B02G129800.1	TraesCS1D02G111400.1
OG0005305	TraesCS1A02G107800.1	TraesCS1B02G129900.3	TraesCS1D02G111300.2
OG0005306	TraesCS1A02G108000.2	TraesCS1B02G130200.3	TraesCS1D02G111000.2
OG0005307	TraesCS1A02G108100.1	TraesCS1B02G130300.2	TraesCS1D02G110900.1
OG0005308	TraesCS1A02G108300.1	TraesCS1B02G130500.1	TraesCS1D02G110700.2
OG0005309	TraesCS1A02G108500.1	TraesCS1B02G130600.2	TraesCS1D02G110000.1
OG0005310	TraesCS1A02G108800.1	TraesCS1B02G108100.1	TraesCS1D02G090300.1
OG0005311	TraesCS1A02G108900.1	TraesCS1B02G108200.1	TraesCS1D02G090400.1
OG0005312	TraesCS1A02G109000.1	TraesCS1B02G108400.1	TraesCS1D02G090800.1
OG0005313	TraesCS1A02G109200.1	TraesCS1B02G108700.1	TraesCS1D02G090900.1
OG0005314	TraesCS1A02G109300.1	TraesCS1B02G108800.1	TraesCS1D02G091000.1
OG0005315	TraesCS1A02G109400.1	TraesCS1B02G108900.1	TraesCS1D02G091100.2
OG0005316	TraesCS1A02G109500.1	TraesCS1B02G109000.1	TraesCS1D02G091200.1
OG0005317	TraesCS1A02G109600.1	TraesCS1B02G109100.1	TraesCS1D02G091300.1
OG0005318	TraesCS1A02G109800.1	TraesCS1B02G109300.1	TraesCS1D02G091500.1
OG0005320	TraesCS1A02G110000.1	TraesCS1B02G109400.1	TraesCS1D02G091600.1
OG0005321	TraesCS1A02G110200.1	TraesCS1B02G129400.1	TraesCS1D02G111700.1
OG0005322	TraesCS1A02G110400.1	TraesCS1B02G129200.1	TraesCS1D02G112000.1
OG0005323	TraesCS1A02G110600.1	TraesCS1B02G129100.1	TraesCS1D02G112100.1
OG0005324	TraesCS1A02G110900.1	TraesCS1B02G129000.1	TraesCS1D02G112300.1
OG0005325	TraesCS1A02G111000.1	TraesCS1B02G128800.1	TraesCS1D02G112500.1
OG0005326	TraesCS1A02G111300.1	TraesCS1B02G131600.1	TraesCS1D02G112800.1
OG0005327	TraesCS1A02G111500.1	TraesCS1B02G131700.1	TraesCS1D02G112900.1
OG0005328	TraesCS1A02G111600.1	TraesCS1B02G131800.1	TraesCS1D02G113000.1
OG0005329	TraesCS1A02G111700.1	TraesCS1B02G131900.2	TraesCS1D02G113100.1
OG0005330	TraesCS1A02G111800.1	TraesCS1B02G132000.1	TraesCS1D02G113200.1
OG0005331	TraesCS1A02G111900.1	TraesCS1B02G132100.1	TraesCS1D02G113400.1
OG0005332	TraesCS1A02G112000.1	TraesCS1B02G132300.1	TraesCS1D02G113600.1
OG0005333	TraesCS1A02G112100.2	TraesCS1B02G132400.3	TraesCS1D02G113700.2
OG0005334	TraesCS1A02G112200.1	TraesCS1B02G132500.1	TraesCS1D02G113900.1
OG0005335	TraesCS1A02G112400.1	TraesCS1B02G132600.1	TraesCS1D02G114000.1
OG0005336	TraesCS1A02G112500.1	TraesCS1B02G132700.1	TraesCS1D02G114100.1
OG0005337	TraesCS1A02G112600.1	TraesCS1B02G132800.1	TraesCS1D02G114200.1
OG0005338	TraesCS1A02G112700.1	TraesCS1B02G132900.1	TraesCS1D02G114300.1
OG0005339	TraesCS1A02G113100.1	TraesCS1B02G133200.1	TraesCS1D02G114500.1
OG0005340	TraesCS1A02G113400.1	TraesCS1B02G133500.1	TraesCS1D02G114800.1
OG0005341	TraesCS1A02G113700.1	TraesCS1B02G134000.1	TraesCS1D02G115300.1
OG0005342	TraesCS1A02G113800.1	TraesCS1B02G134100.1	TraesCS1D02G115400.1
OG0005343	TraesCS1A02G113900.1	TraesCS1B02G134200.1	TraesCS1D02G115500.1
OG0005344	TraesCS1A02G114000.1	TraesCS1B02G134300.1	TraesCS1D02G115700.1
OG0005345	TraesCS1A02G114100.1	TraesCS1B02G134400.1	TraesCS1D02G115800.1
OG0005346	TraesCS1A02G114700.1	TraesCS1B02G134600.1	TraesCS1D02G116000.1
OG0005347	TraesCS1A02G114800.1	TraesCS1B02G134700.1	TraesCS1D02G116100.1
OG0005348	TraesCS1A02G114900.1	TraesCS1B02G134800.1	TraesCS1D02G116300.1
OG0005349	TraesCS1A02G115000.1	TraesCS1B02G134900.1	TraesCS1D02G116400.1
OG0005350	TraesCS1A02G115200.1	TraesCS1B02G135100.1	TraesCS1D02G116600.1
OG0005351	TraesCS1A02G115400.1	TraesCS1B02G135300.1	TraesCS1D02G116800.1
OG0005352	TraesCS1A02G115500.1	TraesCS1B02G135400.1	TraesCS1D02G116900.1
OG0005353	TraesCS1A02G115600.1	TraesCS1B02G135500.1	TraesCS1D02G117000.1
OG0005354	TraesCS1A02G115900.1	TraesCS4B02G142200.1	TraesCS4D02G137000.1
OG0005355	TraesCS1A02G116100.1	TraesCS1B02G136100.1	TraesCS1D02G117300.1
OG0005356	TraesCS1A02G116400.1	TraesCS1B02G136400.1	TraesCS1D02G117500.1
OG0005357	TraesCS1A02G116500.1	TraesCS1B02G136500.1	TraesCS1D02G117800.1
OG0005358	TraesCS1A02G116700.1	TraesCS1B02G136700.2	TraesCS1D02G117900.1
OG0005359	TraesCS1A02G116900.1	TraesCS1B02G136800.1	TraesCS1D02G118000.1
OG0005360	TraesCS1A02G117000.1	TraesCS1B02G136900.1	TraesCS1D02G118100.1
OG0005361	TraesCS1A02G117100.1	TraesCS1B02G137000.1	TraesCS1D02G118200.1
OG0005362	TraesCS1A02G117300.1	TraesCS1B02G137100.1	TraesCS1D02G118300.1
OG0005363	TraesCS1A02G117400.1	TraesCS1B02G137200.1	TraesCS1D02G118500.1
OG0005364	TraesCS1A02G117500.3	TraesCS1B02G137300.2	TraesCS1D02G118600.2
OG0005365	TraesCS1A02G117600.1	TraesCS1B02G137400.1	TraesCS1D02G118700.1
OG0005366	TraesCS1A02G117800.1	TraesCS1B02G137500.1	TraesCS1D02G118900.1
OG0005367	TraesCS1A02G118100.1	TraesCS1B02G137700.1	TraesCS1D02G119100.1
OG0005368	TraesCS1A02G118200.1	TraesCS1B02G137900.1	TraesCS1D02G119300.1
OG0005369	TraesCS1A02G118300.2	TraesCS1B02G138000.1	TraesCS1D02G119400.1
OG0005370	TraesCS1A02G118400.2	TraesCS1B02G138100.1	TraesCS1D02G119500.1
OG0005371	TraesCS1A02G118700.1	TraesCS1B02G138200.1	TraesCS1D02G119600.1
OG0005372	TraesCS1A02G118800.2	TraesCS1B02G138300.1	TraesCS1D02G119700.1
OG0005373	TraesCS1A02G118900.1	TraesCS1B02G138400.1	TraesCS1D02G119800.1
OG0005374	TraesCS1A02G119000.1	TraesCS1B02G138500.1	TraesCS1D02G119900.1
OG0005375	TraesCS1A02G119100.1	TraesCS1B02G138600.1	TraesCS1D02G120000.1
OG0005376	TraesCS1A02G119300.1	TraesCS1B02G138700.1	TraesCS1D02G120100.1
OG0005377	TraesCS1A02G119400.1	TraesCS1B02G138800.1	TraesCS1D02G120200.1
OG0005378	TraesCS1A02G119500.1	TraesCS1B02G138900.1	TraesCS1D02G120300.1
OG0005379	TraesCS1A02G119600.1	TraesCS1B02G139000.1	TraesCS1D02G120500.1
OG0005380	TraesCS1A02G119700.1	TraesCS1B02G139100.1	TraesCS1D02G120600.1
OG0005381	TraesCS1A02G119800.1	TraesCS1B02G139200.1	TraesCS1D02G120700.1
OG0005382	TraesCS1A02G120300.1	TraesCS1B02G139700.1	TraesCS1D02G121300.1
OG0005383	TraesCS1A02G120400.1	TraesCS1B02G139800.2	TraesCS1D02G121400.2
OG0005384	TraesCS1A02G120500.1	TraesCS1B02G139900.1	TraesCS1D02G121500.1
OG0005385	TraesCS1A02G120800.1	TraesCS1B02G140100.1	TraesCS1D02G121600.1
OG0005386	TraesCS1A02G120900.2	TraesCS1B02G140200.1	TraesCS1D02G121700.1
OG0005387	TraesCS1A02G121000.1	TraesCS1B02G140400.3	TraesCS1D02G121900.1
OG0005388	TraesCS1A02G121200.1	TraesCS1B02G140500.1	TraesCS1D02G122000.1
OG0005389	TraesCS1A02G121300.2	TraesCS1B02G140700.1	TraesCS1D02G122100.2
OG0005390	TraesCS1A02G121700.4	TraesCS1B02G140900.4	TraesCS1D02G122500.4
OG0005391	TraesCS1A02G121800.1	TraesCS1B02G141000.1	TraesCS1D02G122600.1
OG0005392	TraesCS1A02G122000.1	TraesCS1B02G141200.1	TraesCS1D02G122800.1
OG0005393	TraesCS1A02G122200.1	TraesCS1B02G141400.1	TraesCS1D02G123200.1
OG0005394	TraesCS1A02G122300.1	TraesCS1B02G141500.1	TraesCS1D02G123300.1
OG0005395	TraesCS1A02G122700.1	TraesCS1B02G141900.1	TraesCS1D02G123600.1
OG0005396	TraesCS1A02G122800.1	TraesCS1B02G142000.1	TraesCS1D02G123700.1
OG0005397	TraesCS1A02G122900.1	TraesCS1B02G142100.1	TraesCS1D02G123800.1
OG0005398	TraesCS1A02G123000.1	TraesCS1B02G142200.1	TraesCS1D02G123900.1
OG0005399	TraesCS1A02G123100.1	TraesCS1B02G143600.1	TraesCS1D02G124000.1
OG0005400	TraesCS1A02G123200.1	TraesCS1B02G143500.1	TraesCS1D02G130900.1
OG0005401	TraesCS1A02G123600.1	TraesCS1B02G143400.1	TraesCS1D02G130800.1
OG0005402	TraesCS1A02G123700.1	TraesCS1B02G143300.1	TraesCS1D02G130700.1
OG0005403	TraesCS1A02G124100.1	TraesCS1B02G143000.1	TraesCS1D02G130300.1
OG0005404	TraesCS1A02G124200.1	TraesCS1B02G142800.1	TraesCS1D02G130200.1
OG0005405	TraesCS1A02G124400.2	TraesCS1B02G142600.2	TraesCS1D02G129500.2
OG0005406	TraesCS1A02G124500.1	TraesCS1B02G142500.1	TraesCS1D02G129400.1
OG0005407	TraesCS1A02G124700.1	TraesCS1B02G143700.1	TraesCS1D02G129100.1
OG0005408	TraesCS1A02G125200.1	TraesCS1B02G144200.1	TraesCS1D02G128700.1
OG0005409	TraesCS1A02G125300.1	TraesCS1B02G144000.1	TraesCS1D02G128500.1
OG0005410	TraesCS1A02G125400.1	TraesCS1B02G143800.1	TraesCS1D02G128400.2
OG0005411	TraesCS1A02G125600.1	TraesCS1B02G144600.1	TraesCS1D02G127900.1
OG0005412	TraesCS1A02G125700.1	TraesCS1B02G144700.1	TraesCS1D02G127800.1
OG0005413	TraesCS1A02G125800.1	TraesCS1B02G144800.1	TraesCS1D02G127700.1
OG0005414	TraesCS1A02G125900.1	TraesCS1B02G145000.1	TraesCS1D02G127600.1
OG0005415	TraesCS1A02G126000.1	TraesCS1B02G145200.1	TraesCS1D02G127500.1
OG0005416	TraesCS1A02G126200.1	TraesCS1B02G145400.1	TraesCS1D02G127300.1
OG0005417	TraesCS1A02G126300.2	TraesCS1B02G145500.1	TraesCS1D02G127200.2
OG0005418	TraesCS1A02G126400.1	TraesCS1B02G145600.1	TraesCS1D02G127000.1
OG0005419	TraesCS1A02G126800.1	TraesCS1B02G145800.1	TraesCS1D02G126900.1
OG0005420	TraesCS1A02G126900.1	TraesCS1B02G147700.1	TraesCS1D02G126600.1
OG0005421	TraesCS1A02G127000.1	TraesCS1B02G147600.1	TraesCS1D02G126700.1
OG0005422	TraesCS1A02G127400.1	TraesCS1B02G147500.2	TraesCS1D02G126800.1
OG0005423	TraesCS1A02G127500.1	TraesCS1B02G147400.1	TraesCS1D02G126500.1
OG0005424	TraesCS1A02G127900.1	TraesCS1B02G147000.2	TraesCS1D02G126300.1
OG0005425	TraesCS1A02G128100.1	TraesCS1B02G148100.1	TraesCS1D02G126100.1
OG0005426	TraesCS1A02G128600.1	TraesCS1B02G146600.1	TraesCS1D02G124800.1
OG0005427	TraesCS1A02G128800.1	TraesCS1B02G146800.1	TraesCS1D02G125000.1
OG0005428	TraesCS1A02G128900.2	TraesCS1B02G146500.1	TraesCS1D02G125100.1
OG0005429	TraesCS1A02G129000.1	TraesCS1B02G147900.1	TraesCS1D02G125700.1
OG0005430	TraesCS1A02G129200.1	TraesCS1B02G146000.1	TraesCS1D02G125500.1
OG0005431	TraesCS1A02G129300.1	TraesCS1B02G147800.2	TraesCS1D02G125400.1
OG0005432	TraesCS1A02G129400.1	TraesCS1B02G146200.1	TraesCS1D02G125300.1
OG0005433	TraesCS1A02G129500.2	TraesCS1B02G146400.2	TraesCS1D02G125200.2
OG0005434	TraesCS1A02G129600.1	TraesCS1B02G147200.1	TraesCS1D02G125900.2
OG0005435	TraesCS1A02G129700.1	TraesCS1B02G156100.1	TraesCS1D02G138500.1
OG0005436	TraesCS1A02G129800.1	TraesCS1B02G156000.1	TraesCS1D02G138400.1
OG0005437	TraesCS1A02G130700.1	TraesCS1B02G156600.1	TraesCS1D02G139000.1
OG0005438	TraesCS1A02G130800.1	TraesCS1B02G156800.2	TraesCS1D02G139100.1
OG0005439	TraesCS1A02G130900.1	TraesCS1B02G153800.1	TraesCS1D02G136500.1
OG0005440	TraesCS1A02G131000.4	TraesCS1B02G153400.1	TraesCS1D02G132200.4
OG0005441	TraesCS1A02G131200.1	TraesCS1B02G154800.1	TraesCS1D02G137000.1
OG0005442	TraesCS1A02G131500.2	TraesCS1B02G152100.1	TraesCS1D02G136900.1
OG0005443	TraesCS1A02G131600.1	TraesCS1B02G154400.1	TraesCS1D02G136400.2
OG0005444	TraesCS1A02G132400.1	TraesCS1B02G154500.1	TraesCS7D02G246600.1
OG0005446	TraesCS1A02G132600.3	TraesCS1B02G154200.5	TraesCS1D02G135500.2
OG0005448	TraesCS1A02G133000.1	TraesCS1B02G151200.1	TraesCS1D02G131900.1
OG0005449	TraesCS1A02G133200.1	TraesCS1B02G152700.1	TraesCS1D02G124200.2
OG0005450	TraesCS1A02G133400.2	TraesCS1B02G150000.2	TraesCS1D02G124300.1
OG0005451	TraesCS1A02G133500.2	TraesCS1B02G150100.1	TraesCS1D02G124400.1
OG0005452	TraesCS1A02G133700.4	TraesCS1B02G148400.1	TraesCS1D02G124600.2
OG0005453	TraesCS1A02G133800.3	TraesCS1B02G146900.2	TraesCS1D02G124700.1
OG0005454	TraesCS1A02G133900.1	TraesCS1B02G147300.1	TraesCS1D02G126000.1
OG0005455	TraesCS1A02G134000.1	TraesCS1B02G148000.1	TraesCS1D02G125800.1
OG0005456	TraesCS1A02G134500.3	TraesCS1B02G152500.2	TraesCS1D02G124100.2
OG0005457	TraesCS1A02G134600.2	TraesCS1B02G148200.1	TraesCS1D02G131100.1
OG0005458	TraesCS1A02G134800.1	TraesCS1B02G149000.1	TraesCS1D02G131700.1
OG0005459	TraesCS1A02G135100.1	TraesCS1B02G149700.3	TraesCS1D02G131600.3
OG0005460	TraesCS1A02G135600.1	TraesCS1B02G150800.1	TraesCS1D02G131300.2
OG0005461	TraesCS1A02G135700.1	TraesCS1B02G150400.3	TraesCS1D02G131200.2
OG0005462	TraesCS1A02G135800.1	TraesCS1B02G156400.1	TraesCS1D02G138800.1
OG0005463	TraesCS1A02G135900.1	TraesCS1B02G156300.1	TraesCS1D02G138700.1
OG0005464	TraesCS1A02G136000.2	TraesCS1B02G156200.2	TraesCS1D02G138600.2
OG0005465	TraesCS1A02G136100.1	TraesCS1B02G155100.1	TraesCS1D02G134600.1
OG0005466	TraesCS1A02G136600.1	TraesCS1B02G155000.1	TraesCS1D02G134700.1
OG0005467	TraesCS1A02G136800.2	TraesCS1B02G153700.2	TraesCS1D02G134800.1
OG0005468	TraesCS1A02G137000.1	TraesCS1B02G155600.1	TraesCS1D02G138000.1
OG0005469	TraesCS1A02G137200.1	TraesCS1B02G155700.3	TraesCS1D02G138100.2
OG0005470	TraesCS1A02G137300.1	TraesCS1B02G155800.1	TraesCS1D02G138200.1
OG0005471	TraesCS1A02G137400.1	TraesCS1B02G152000.1	TraesCS1D02G133300.1
OG0005472	TraesCS1A02G137700.2	TraesCS1B02G148900.1	TraesCS1D02G133700.1
OG0005473	TraesCS1A02G137800.3	TraesCS1B02G149400.2	TraesCS1D02G132600.2
OG0005474	TraesCS1A02G137900.1	TraesCS1B02G153300.2	TraesCS1D02G134400.1
OG0005475	TraesCS1A02G138300.1	TraesCS1B02G151800.3	TraesCS1D02G134100.2
OG0005476	TraesCS1A02G138400.1	TraesCS1B02G152200.2	TraesCS1D02G135200.2
OG0005477	TraesCS1A02G138500.3	TraesCS1B02G152300.1	TraesCS1D02G135300.2
OG0005478	TraesCS1A02G138600.1	TraesCS1B02G153600.2	TraesCS1D02G135400.3
OG0005479	TraesCS1A02G138800.1	TraesCS1B02G148500.1	TraesCS1D02G132700.1
OG0005480	TraesCS1A02G139200.1	TraesCS1B02G149600.1	TraesCS1D02G132800.1
